psraid,sample,int_date,version,cregion,usr,q6a,q6b,q7,pay1a,pay1b,pay1c,pay1d,pay1e,pay1f,pay1g,pay1h,pay1i,pay1j,pay1k,pay1l,pay1m,pay1n,pay1o,pay1p,pay2a,pay2b,pay2c,pay3,pay4,ql1,ql1a,qc1,hh1,emp,par,sex,age,educ,hisp,race,inc,activ75,activ87,activ112,income,iphoneuse,hphoneuse,recage,receduc,racethn,weight,standwt
200646,2,100810,2,3,S,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2, ,0, , ,1,2,2,2,1,53,5,2,1,4,3,3,3,2,2,2,4,3,1,2.70588235294118,.859661992731086
200651,2,100810,2,4,S,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,1,2,2,2,2,18,3,2,4,99,3,1,3,9,2,2,1,2,4,4.05882352941176,1.28949298909663
200668,2,100810,2,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,2,50,3,2,1,2, , , ,1,3,3,4,2,1,4.58823529411765,1.45768772680489
200670,2,100810,2,3,S,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2, ,15, , ,2,3,1,2,2,22,5,2,2,2,2,1,1,1,3,3,1,3,2,2.41176470588235,.766220471782055
200681,2,100810,2,1,U,1,1,1,1,1,2,2,2,1,2,2,2,1,1,1,2,2,2,2,2,2,1,30,10, , ,2,2,2,1,2,22,4,2,2,1,1,1,1,1,3,3,1,2,2,5.58823529411765,1.77538889803159
200685,2,100810,2,3,U,1,1,1,1,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,15,3, , ,2,2,1,2,1,28,5,2,1,2,2,1,1,1,3,3,2,3,1,8.17647058823529,2.59767428238307
200693,2,100810,2,1,R,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2, ,20, , ,2,3,2,2,2,18,3,1,1,99,3,1,2,4,3,3,1,2,3,5,1.58850585613353
200695,2,100810,2,3,S,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,1,3,1,2,1,29,3,1,1,3,3,3,3,1,2,2,2,2,3,8.17647058823529,2.59767428238307
200696,2,100810,2,2,S,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,0,10, , ,1,2,1,1,2,37,7,2,1,9,2,3,3,4,2,2,3,4,1,2.88235294117647,.915726905300505
200702,2,100810,2,2, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,4,2,2,35,6,9,4,8, , , ,4,3,3,3,4,4,8.17647058823529,2.59767428238307
200704,2,100810,2,3,S,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2, ,9998, , ,2,1,1,2,1,51,5,2,1,4,3,3,3,2,3,3,4,3,1,4.05882352941176,1.28949298909663
200706,2,100910,2,3,U,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2, ,0, , ,2,2,1,1,1,28,3,2,2,6,3,1,1,3,3,3,2,2,2,7.88235294117647,2.50423276143403
200714,2,100810,2,1,S,1,1,1,1,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2, ,2, , ,2,1,1,2,1,25,6,2,2,6,1,1,3,3,3,3,2,4,2,3.58823529411765,1.13998655557818
200716,2,101010,2,2,S,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2, ,0, , ,2,2,1,2,1,44,5,2,1,99,3,3,3,9,3,3,3,3,1,4.94117647058824,1.56981755194372
200717,2,100810,2,3,S,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,1,2,2,1,2,1,200,60, , ,2,1,6,2,1,20,5,2,2,7,2,1,2,4,3,3,1,3,2,3.76470588235294,1.1960514681476
200730,2,100910,2,2, ,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2,2,6,2,1,19,5,2,1,4,3,1,1,2,3,3,1,3,1,3.47058823529412,1.10260994719857
200734,2,100810,2,2,S,1,1,1,1,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2, ,14, , ,1,1,1,2,2,25,3,2,1,2,3,1,3,1,2,2,2,2,1,2.88235294117647,.915726905300505
200736,2,100810,2,2, ,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2,2,4,1,2,32,6,2,1,5,3,3,3,2,3,3,2,4,1,2.29411764705882,.728843863402443
200740,2,100810,2,2,U,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,300,200, , ,2,2,1,2,1,50,7,2,1,5,1,1,3,2,3,3,4,4,1,4.64705882352941,1.47637603099469
200742,2,100810,2,3, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,2,4,2,1,51,3,1,6,1, , , ,1,2,2,4,2,3,3.47058823529412,1.10260994719857
200765,2,100810,2,2,S,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2, ,40, , ,1,2,2,2,1,52,3,2,1,3,3,3,3,1,2,2,4,2,1,2.94117647058824,.934415209490311
200767,2,100810,2,3, ,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,0,0, , ,1,2,3,2,1,72,6,2,1,8,3,3,2,4,2,2,6,4,1,1.58823529411765,.504584213124768
200770,2,100810,2,4,U,1,1,1,2,1,2,1,2,1,2,2,8,2,2,2,2,2,2,2,2,2,2, ,10, , ,2,6,6,2,2,27,6,2,3,3,3,1,3,1,3,3,2,4,4,7.47058823529412,2.37341463210539
200774,2,100810,2,1,S,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2,8,1,0,250, , ,1,1,1,1,1,44,4,2,1,7,3,2,3,4,2,2,3,2,1,3.64705882352941,1.15867485976799
200778,2,100910,2,3, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,2,2,99,3,2,1,99, , , ,9,2,2,9,2,1,2.47058823529412,.784908775971862
200785,2,100810,2,3, ,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,1,1,3,2,2,61,5,2,1,6,1,1,3,3,2,2,5,3,1,1.11764705882353,.355077779606318
200795,2,100910,2,4,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,63, , ,2,1,1,2,1,52,5,2,1,2,3,3,3,1,3,3,4,3,1,4.47058823529412,1.42031111842527
200797,2,100810,2,4, ,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2, ,0, , ,2,2,1,1,1,42,5,2,1,7,3,3,3,4,3,3,3,3,1,5.17647058823529,1.64457076870295
200803,2,100810,2,4, ,1,1,1,1,1,1,1,1,1,8,1,1,2,1,1,1,1,1,1,1,1,1,9998,9998, , ,1,2,1,2,1,34,6,2,9,99,1,1,3,9,2,2,2,4,9,6,1.90620702736024
200810,2,100810,2,3, ,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,15, , ,2,2,1,2,2,33,6,1,1,99,3,3,3,9,3,3,2,4,3,4.52941176470588,1.43899942261508
200813,2,100810,2,4,U,1,1,1,1,1,2,1,1,2,2,2,2,2,1,1,2,8,2,2,1,2,1,9998,20, , ,2,2,1,1,2,34,7,2,2,9,1,1,3,4,3,3,2,4,2,4.64705882352941,1.47637603099469
200829,2,100810,2,4,U,1,1,1,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,40,15, , ,2,2,1,2,2,29,6,2,1,7,2,2,1,4,3,3,2,4,1,3.82352941176471,1.2147397723374
200832,2,101010,2,4,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,5,1,2,1,59,5,1,1,3, , , ,1,2,2,5,3,3,4.17647058823529,1.32686959747624
200840,2,100810,2,4,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2,2,3,2,2,65,5,2,1,3,3,3,3,1,3,3,6,3,1,2.23529411764706,.710155559212637
200854,2,100810,2,4,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,2,4,1,2,1,49,6,2,3,5,1,1,3,2,3,3,4,4,4,4.11764705882353,1.30818129328644
200873,2,100810,2,4,U,1,1,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2, ,0, , ,1,1,2,2,1,46,7,9,9,1,2,3,3,1,2,2,4,4,9,1.76470588235294,.560649125694187
200882,2,100810,2,4,S,1,1,1,1,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2, ,30, , ,1,2,4,1,2,39,5,1,1,7,3,1,1,4,2,2,3,3,3,5.41176470588235,1.71932398546217
200883,2,100810,2,4,S,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,20, , ,1,3,3,2,1,62,7,2,1,4,3,1,1,2,2,2,5,4,1,2.11764705882353,.672778950833024
200897,2,100910,2,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2,2,1,1,2,25,5,2,4,2,3,1,1,1,3,3,2,3,4,8.17647058823529,2.59767428238307
200909,2,100910,2,3,S,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,2,2,1,2,2,24,6,2,1,3,2,1,3,1,3,3,1,4,1,2.11764705882353,.672778950833024
200921,2,100910,2,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,4,5,2,2,43,3,2,1,99, , , ,9,3,3,3,2,1,7.35294117647059,2.33603802372578
200922,2,100910,2,3, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,3,7,2,1,78,3,2,1,2, , , ,1,2,2,6,2,1,1.94117647058824,.616714038263605
200925,2,100910,2,3,U,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,3,4,2,2,26,3,2,2,99,3,3,2,9,2,2,2,2,2,3.17647058823529,1.00916842624954
200929,2,100910,2,3,U,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,6,1,2,2,99,1,2,2,1,3,3,3,1,2,2,9,1,2,4.52941176470588,1.43899942261508
200938,2,100910,2,2,S,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,1,500,0, , ,1,3,6,2,1,28,7,2,3,3,3,2,1,1,2,2,2,4,4,2.94117647058824,.934415209490311
200943,2,101010,2,3,S,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,2,1,20,2, , ,2,2,1,1,2,31,7,2,1,7,2,1,1,4,3,3,2,4,1,3.58823529411765,1.13998655557818
200959,2,100910,2,1,S,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0, , ,1,3,1,2,1,57,7,2,3,8,3,1,3,4,2,2,5,4,4,2.35294117647059,.747532167592249
200972,2,101010,2,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,2,1,1,1,52,5,2,1,7,3,3,3,4,2,2,4,3,1,2.29411764705882,.728843863402443
200985,2,100910,2,1,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,2,5,2,2,48,5,2,1,7,3,1,3,4,2,2,4,3,1,4.64705882352941,1.47637603099469
200986,2,100910,2,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,2,3,2,1,64,6,2,1,6,3,3,3,3,2,2,5,4,1,1.52941176470588,.485895908934962
200987,2,100910,2,3,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,3,4,2,2,55,5,2,1,6,3,2,3,3,2,2,5,3,1,2.17647058823529,.69146725502283
200988,2,100910,2,2,S,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,9998,9998, , ,1,2,1,2,1,99,7,2,1,99,1,2,2,9,2,2,9,4,1,2.17647058823529,.69146725502283
200991,2,100910,2,2,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,2,1,1,1,30,3,2,1,4,3,1,3,2,2,2,2,2,1,6.23529411764706,1.98096024411946
200993,2,100910,2,1,U,1,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,2, ,2, , ,2,1,1,2,1,32,6,2,2,4,2,1,3,2,3,3,2,4,2,5.70588235294118,1.8127655064112
200997,2,100910,2,2,S,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,200,27, , ,2,2,2,2,1,19,5,2,1,3,3,1,1,1,3,3,1,3,1,4.17647058823529,1.32686959747624
200999,2,100910,2,1,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,2,3,2,2,62,5,2,1,99,3,3,3,4,2,2,5,3,1,2.23529411764706,.710155559212637
201007,2,100910,2,2,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,1,3,1,1,1,47,3,2,1,6,2,1,3,3,2,2,4,2,1,2.23529411764706,.710155559212637
201011,2,100910,2,2,U,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2, ,5, , ,1,4,1,2,2,21,3,2,1,6,1,1,3,3,2,2,1,2,1,2.52941176470588,.803597080161668
201018,2,100910,2,3, ,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2, ,5, , ,1,1,1,2,2,61,6,2,1,8,2,3,3,4,2,2,5,4,1,1.17647058823529,.373766083796125
201023,2,100910,2,3,S,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2, ,0, , ,2,4,2,2,2,18,3,2,2,5,3,2,3,2,3,3,1,2,2,3.29411764705882,1.04654503462915
201032,2,100910,2,1, ,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,0, , ,1,2,1,2,1,22,5,2,1,99,2,2,3,9,2,2,1,3,1,2.82352941176471,.897038601110699
201033,2,100910,2,3,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2,2,1,2,1,19,3,2,1,99,3,2,3,9,3,3,1,2,1,5.23529411764706,1.66325907289275
201034,2,100910,2,2,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,1,2,4,2,2,99,5,2,1,9,1,1,3,4,2,2,9,3,1,1.23529411764706,.392454387985931
201050,2,100910,2,4, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,1,3,2,2,64,5,2,1,2, , , ,1,3,3,5,3,1,3.58823529411765,1.13998655557818
201054,2,100910,2,4, ,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,9,9,9,9,1,99,9,2,2,99, , , ,9,2,2,9,9,2,2.05882352941176,.654090646643218
201055,2,100910,2,4, ,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2, ,0, , ,1,3,1,1,1,35,7,2,1,8,3,2,3,4,2,2,3,4,1,3.70588235294118,1.17736316395779
201061,2,100910,2,2,U,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,1,3,1,2,1,60,5,2,2,3, , , ,1,2,2,5,3,2,1.76470588235294,.560649125694187
201067,2,100910,2,3, ,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2, ,20, , ,1,1,1,2,2,46,3,2,2,3,2,3,3,1,2,2,4,2,2,1.64705882352941,.523272517314574
201070,2,100910,2,3,S,1,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2, ,0, , ,2,1,2,2,1,22,3,2,1,1,2,1,1,1,3,3,1,2,1,6.76470588235294,2.14915498182772
201098,2,100910,2,1,R,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,2,2,2,1,52,3,2,1,3,3,1,3,1,2,2,4,2,1,2.88235294117647,.915726905300505
201117,2,100910,2,1,S,1,1,2,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2, ,0, , ,1,4,1,1,2,33,3,2,1,6,2,2,2,3,2,2,2,2,1,5,1.58850585613353
201159,2,100910,2,3,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2,2,6,2,2,18,3,1,9,99,3,1,3,9,3,3,1,2,3,6.29411764705882,1.99964854830927
201160,2,100910,2,1,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,1,3,2,2,61,7,2,1,3,3,3,3,1,2,2,5,4,1,1.23529411764706,.392454387985931
201171,2,100910,2,3, ,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,2,1,2,1,38,3,1,1,7,3,3,3,4,2,2,3,2,3,6.35294117647059,2.01833685249907
201182,2,100910,2,3,S,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,2,3,1,1,2,28,3,2,1,3,3,1,3,1,3,3,2,2,1,6,1.90620702736024
201191,2,100910,2,4,U,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2,1,4,2,1,52,3,2,1,3,3,3,3,1,3,3,4,2,1,5.94117647058824,1.88751872317043
201194,2,100910,2,4,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,2,1,2,2,99,3,2,1,4,3,3,3,2,2,2,9,2,1,2.58823529411765,.822285384351474
201210,2,100910,2,4,S,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0, , ,1,2,5,2,2,60,5,2,1,4,3,2,3,2,2,2,5,3,1,4,1.27080468490682
201219,2,101010,2,3,R,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,2,1,4,1,1,33,3,2,2,1,3,3,3,1,3,3,2,2,2,6.11764705882353,1.94358363573985
201245,2,100910,2,3,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2, ,0, , ,2,1,1,2,1,23,6,2,1,3,3,2,3,1,3,3,1,4,1,2.58823529411765,.822285384351474
201258,2,100910,2,4,R,2,2, , , , , , , , , , , , , , , , , , , , , , , , ,2,2,1,1,1,55,3,2,1,3, , , ,1,3,3,5,2,1,4.23529411764706,1.34555790166605
201268,2,100910,2,1, ,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2, ,10, , ,2,2,1,2,1,49,5,2,1,7,3,2,3,4,3,3,4,3,1,4.05882352941176,1.28949298909663
201270,2,100910,2,1,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , , , ,1,1,1,2,1,99,6,2,3,9,3,3,3,4,2,2,9,4,4,1.29411764705882,.411142692175737
201297,2,101010,2,2,U,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2, ,0, , ,1,2,1,1,1,31,5,2,1,6,3,3,3,3,2,2,2,3,1,8,2.54160936981365
201313,2,101010,2,1,U,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,1,3,2,2,2,62,7,2,1,6,3,3,3,3,2,2,5,4,1,1.82352941176471,.579337429883993
201315,2,101010,2,1,U,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0, , ,2,1,3,2,2,75,1,2,2,99,3,3,3,9,3,3,6,1,2,5.88235294117647,1.86883041898062
201352,2,101010,2,2,S,1,1,1,1,1,2,1,2,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1800,0, , ,2,2,1,2,1,27,6,2,1,7,1,2,2,4,3,3,2,4,1,4,1.27080468490682
201353,2,101010,2,2,U,1,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,1,1,1,1,30,5, , ,2,1,1,2,2,43,5,2,1,2,2,1,1,1,3,3,3,3,1,4.58823529411765,1.45768772680489
300003,1,100810,2,1,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,1, ,2,1,2,1,51,3,2,1,3, , , ,1,1,2,4,2,1,7.58823529411765,2.410791240485
300005,1,100710,1,2,R,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,2,3,2,1,99,9,2,1,99,3,3,3,4,2,2,9,9,1,1.76470588235294,.560649125694187
300007,1,100710,1,1,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,1,1,2,1,65,3,2,1,5,3,2,2,2,2,2,6,2,1,1.82352941176471,.579337429883993
300009,1,100710,1,3,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,86,5,2,1,99, , , ,9,2,2,6,3,1,1.11764705882353,.355077779606318
300010,1,100710,1,2,S,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2, ,2,5,2,2,53,2,2,1,2,3,3,3,1,1,1,4,1,1,8.17647058823529,2.59767428238307
300015,1,100710,1,2,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2, ,2,1,2,2,55,2,2,1,5,3,1,3,2,1,1,5,1,1,5.94117647058824,1.88751872317043
300022,1,100710,1,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,1,2,2,2,63,7,2,1,7,2,2,3,4,2,2,5,4,1,1.17647058823529,.373766083796125
300026,1,100710,1,3,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,1,1,2,1,99,5,2,1,99,3,3,3,3,2,2,9,3,1,1.23529411764706,.392454387985931
300034,1,100710,1,2,R,1,1,2,2,2,2,2,2,2,2,2,8,2,2,2,1,2,2,2,2,2,2, ,9998,1, , ,1,1,2,1,50,3,2,1,3,2,2,3,1,2,2,4,2,1,1.52941176470588,.485895908934962
300041,1,100710,1,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,4,1,1,2,18,3,2,2,2, , , ,1,2,2,1,2,2,2.11764705882353,.672778950833024
300042,1,100710,1,3,R,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,1,3,2,2,67,4,1,1,2,3,3,3,1,2,2,6,2,3,1.17647058823529,.373766083796125
300045,1,100710,1,3,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,2,1,2,1,60,6,2,1,7,3,3,3,4,2,2,5,4,1,1.82352941176471,.579337429883993
300057,1,100710,1,2,U,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2, ,1,1,1,1,39,3,1,1,7,3,2,3,4,1,1,3,2,3,4.47058823529412,1.42031111842527
300060,1,100710,1,3,U,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,2,3,2,2,71,7,2,1,9,1,2,3,4,2,2,6,4,1,2,.635402342453412
300077,1,100710,1,2,U,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,2,1,1,2,44,6,2,1,99,2,3,3,9,2,2,3,4,1,2.88235294117647,.915726905300505
300085,1,100810,2,3,U,1,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2, ,1,1, , ,1,1,1,1,99,6,2,9,99,2,3,3,9,2,2,9,4,9,1.11764705882353,.355077779606318
300090,1,100710,1,1,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,1, ,3,3,2,1,73,9,2,1,2, , , ,1,1,2,6,9,1,4,1.27080468490682
300092,1,100710,1,4,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,4,2,2,56,5,2,1,1, , , ,1,1,1,5,3,1,2.76470588235294,.878350296920893
300100,1,100710,1,3,R,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,2,3,2,1,65,3,2,1,7,3,3,3,4,2,2,6,2,1,2.29411764705882,.728843863402443
300101,1,100810,2,4,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,80,3,2,1,99, , , ,4,2,2,6,2,1,1.05882352941176,.336389475416512
300103,1,100710,1,1,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,2,2,82,7,2,1,99, , , ,3,2,2,6,4,1,2.11764705882353,.672778950833024
300104,1,100710,1,1,U,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,2,2, ,1,3,2,2,99,3,2,1,99,3,3,3,9,1,1,9,2,1,2.52941176470588,.803597080161668
300106,1,100810,2,4,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,2,2,2,99,2,1,4,99, , , ,9,2,2,9,1,3,8.17647058823529,2.59767428238307
300107,1,100710,1,1,S,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1, , ,4,3,2,2,71,7,2,1,7,1,3,3,4,2,2,6,4,1,1.29411764705882,.411142692175737
300109,1,100710,1,1,U,1,1,1,1,1,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,2, ,10,1, , ,1,1,2,2,35,6,2,1,99,2,2,2,9,2,2,3,4,1,2.52941176470588,.803597080161668
300117,1,100710,1,3,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,1,3,2,2,73,5,2,1,99,3,2,3,9,2,2,6,3,1,1,.317701171226706
300120,1,100810,2,3,R,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,9998,1, , ,3,1,1,2,64,5,2,1,7,1,3,3,4,2,2,5,3,1,1.94117647058824,.616714038263605
300122,1,100710,1,1,S,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,40,0,1, , ,2,1,1,1,49,6,2,1,9,1,3,3,4,2,2,4,4,1,2.41176470588235,.766220471782055
300128,1,100710,1,1,S,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,2,2, ,5,1, , ,3,1,2,1,54,6,2,1,99,2,1,1,4,2,2,4,4,1,2.41176470588235,.766220471782055
300137,1,100810,2,2,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,3,2,1,84,1,2,1,2, , , ,1,1,1,6,1,1,2.29411764705882,.728843863402443
300142,1,100810,2,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,3,5,1,1,50,2,2,5,99, , , ,2,2,2,4,1,4,3.52941176470588,1.12129825138837
300144,1,100810,2,3,S,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2, ,0,1, , ,2,3,2,2,73,6,2,1,99,3,1,3,2,2,2,6,4,1,1,.317701171226706
300152,1,100810,2,4,U,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,2,2,2,1,67,5,2,1,9,3,2,3,4,2,2,6,3,1,2.17647058823529,.69146725502283
300156,1,100710,1,2,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,2,1,69,3,2,1,2, , , ,1,2,2,6,2,1,1.94117647058824,.616714038263605
