psraid,sample,int_date,version,cregion,usr,q6a,q6b,q7,pay1a,pay1b,pay1c,pay1d,pay1e,pay1f,pay1g,pay1h,pay1i,pay1j,pay1k,pay1l,pay1m,pay1n,pay1o,pay1p,pay2a,pay2b,pay2c,pay3,pay4,ql1,ql1a,qc1,hh1,emp,par,sex,age,educ,hisp,race,inc,activ75,activ87,activ112,income,iphoneuse,hphoneuse,recage,receduc,racethn,weight,standwt
300780,1,100910,2,1,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,2,1,2,2,72,5,2,1,5, , , ,2,1,1,6,3,1,3.70588235294118,1.17736316395779
300784,1,100910,2,3,S,1,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,100,1, , ,2,1,2,1,65,7,2,1,8,2,2,2,4,2,2,6,4,1,1.64705882352941,.523272517314574
300786,1,100910,2,3,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,1,1,2,2,50,6,2,1,5,3,1,3,2,2,2,4,4,1,1.35294117647059,.429830996365543
300790,1,100910,2,3,S,1,1,1,2,2,2,1,2,2,2,2,8,1,1,1,1,1,1,1,2,2,1,55,0,1, , ,1,4,2,1,64,7,1,5,6,3,2,3,3,2,2,5,4,3,1.76470588235294,.560649125694187
300796,1,100910,2,1,S,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,4,4,2,2,62,3,2,1,7,3,3,3,4,2,2,5,2,1,4.05882352941176,1.28949298909663
300808,1,100910,2,2,S,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,2,1, , ,2,1,1,2,33,7,2,1,7,2,1,1,4,2,2,2,4,1,1.88235294117647,.598025734073799
300809,1,100910,2,3,U,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,3,3,2,2,71,6,2,1,8,3,1,3,4,2,2,6,4,1,1.23529411764706,.392454387985931
300810,1,100910,2,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,1,59,2,2,2,1, , , ,1,2,2,5,1,2,1.41176470588235,.44851930055535
300811,1,100910,2,4,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,1,67,1,2,9,3, , , ,1,2,2,6,1,9,4.35294117647059,1.38293451004566
300812,1,100910,2,4,S,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2, ,0,1, , ,2,1,1,1,50,3,2,1,7,3,3,3,4,2,2,4,2,1,3.82352941176471,1.2147397723374
300813,1,100910,2,4,U,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2, ,50,1, , ,1,1,2,1,48,6,2,1,6,2,3,3,3,2,2,4,4,1,1.35294117647059,.429830996365543
300819,1,100910,2,3,S,1,1,1,1,2,2,1,1,1,2,2,1,2,1,1,2,2,2,2,1,2,1,100,5,1, , ,1,1,1,1,99,6,1,1,99,1,3,3,9,2,2,9,4,3,1.41176470588235,.44851930055535
300820,1,100910,2,3,U,1,1,2,1,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2, ,4,1, , ,1,1,1,1,35,7,2,1,5,3,2,3,2,2,2,3,4,1,2.05882352941176,.654090646643218
300831,1,100910,2,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,3,9,1,87,1,2,1,1, , , ,1,1,1,6,1,1,2.70588235294118,.859661992731086
300840,1,100910,2,2,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,1,3,2,2,82,3,2,1,3,3,3,3,1,2,2,6,2,1,1.64705882352941,.523272517314574
300852,1,100910,2,2,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,2,2,72,6,2,1,4, , , ,2,2,2,6,4,1,1,.317701171226706
300856,1,100910,2,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,2,3,2,1,58,7,2,1,6,3,1,3,3,2,2,5,4,1,1.82352941176471,.579337429883993
300862,1,100910,2,2,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2, ,0,1, , ,4,1,2,2,99,5,2,1,99,3,1,3,9,2,2,9,3,1,1.58823529411765,.504584213124768
300863,1,100910,2,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,4,2,1,57,6,2,1,9,3,3,3,4,2,2,5,4,1,1.23529411764706,.392454387985931
300865,1,100910,2,2,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,2,2,1,18,2,2,1,4,3,1,1,2,2,2,1,1,1,5.23529411764706,1.66325907289275
300867,1,100910,2,4,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,4,6,2,2,22,5,1,6,99,3,1,3,1,2,2,1,3,3,5.47058823529412,1.73801228965198
300868,1,100910,2,4,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,2,4,2,1,18,2,1,6,99, , , ,9,1,1,1,1,3,8.17647058823529,2.59767428238307
300869,1,100910,2,4,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,3,1,2,2,70,6,1,4,8,3,3,3,4,2,2,6,4,3,1.47058823529412,.467207604745156
300870,1,100910,2,4,S,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2, ,0,1, , ,1,3,2,2,72,3,2,1,3,3,3,3,1,2,2,6,2,1,1.41176470588235,.44851930055535
300872,1,100910,2,4,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,75,3,2,1,99, , , ,9,2,2,6,2,1,1.41176470588235,.44851930055535
300882,1,100910,2,4,S,1,1,1,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,1,2,1,300,5,1, , ,2,1,2,2,59,5,2,1,9,1,1,3,4,2,2,5,3,1,2.47058823529412,.784908775971862
300887,1,100910,2,4,U,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,18,2,1, ,2,3,2,2,71,3,2,1,4,3,2,3,2,1,2,6,2,1,3.88235294117647,1.23342807652721
300890,1,100910,2,3,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,100,1, , ,2,1,1,1,44,6,2,1,7,2,3,3,4,2,2,3,4,1,3.17647058823529,1.00916842624954
300893,1,100910,2,3,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2, ,2,4,1,2,30,6,2,1,4,3,3,3,2,1,1,2,4,1,4.52941176470588,1.43899942261508
300894,1,100910,2,1,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,87,6,2,1,99, , , ,9,2,2,6,4,1,1.47058823529412,.467207604745156
300895,1,100910,2,1,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,3,1,2,2,55,6,2,1,6,3,2,2,3,2,2,5,4,1,1.64705882352941,.523272517314574
300896,1,100910,2,2,S,1,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2, ,19,1, , ,2,1,1,2,56,3,2,1,99,3,2,3,9,2,2,5,2,1,1.94117647058824,.616714038263605
300897,1,100910,2,3,U,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,1,5,0,2,1, ,2,4,2,2,50,7,2,1,2,3,3,3,1,1,2,4,4,1,5.29411764705882,1.68194737708256
300898,1,100910,2,2,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,2,1,59,3,2,1,4, , , ,2,2,2,5,2,1,2.35294117647059,.747532167592249
300905,1,100910,2,2,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,1, ,3,3,2,1,74,2,2,1,3, , , ,1,1,2,6,1,1,4.35294117647059,1.38293451004566
300906,1,100910,2,3,S,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,8,8,2, ,0,1, , ,2,4,2,1,60,2,2,1,99,3,1,3,9,2,2,5,1,1,3.05882352941176,.971791817869924
300907,1,100910,2,3,S,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2, ,0,1, , ,1,3,2,2,66,3,2,1,6,3,3,3,3,2,2,6,2,1,1,.317701171226706
300909,1,100910,2,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,100,100,1, , ,2,2,1,1,55,5,2,1,4,2,2,2,2,2,2,5,3,1,2.70588235294118,.859661992731086
300919,1,100910,2,2,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,4,4,1,2,29,3,2,2,3,3,1,1,1,2,2,2,2,2,2.23529411764706,.710155559212637
300924,1,100910,2,4,S,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,6,3,2,1,75,5,2,1,4,3,3,3,2,2,2,6,3,1,2.64705882352941,.84097368854128
300928,1,100910,2,1,S,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2, ,9999,1, , ,1,1,2,1,99,6,2,1,99,1,3,3,9,2,2,9,4,1,1.88235294117647,.598025734073799
300930,1,100910,2,4,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,3,1,2,1,99,6,2,1,99,3,3,3,9,2,2,9,4,1,1.88235294117647,.598025734073799
300932,1,100910,2,2,U,1,1,1,2,2,2,1,2,2,2,2,1,2,1,2,2,1,2,2,2,2,1,500,0,1, , ,2,3,2,1,68,6,2,1,6,2,3,3,3,2,2,6,4,1,1.23529411764706,.392454387985931
300936,1,100910,2,2,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,5,1,2,2,55,5,2,1,99, , , ,9,1,1,5,3,1,3.82352941176471,1.2147397723374
300942,1,100910,2,3,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,1, ,2,1,2,1,36,5,2,2,7, , , ,4,1,2,3,3,2,5.29411764705882,1.68194737708256
300954,1,100910,2,1,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,4,2,2,67,2,2,2,99, , , ,9,2,2,6,1,2,1.58823529411765,.504584213124768
300966,1,100910,2,2,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,1,2,2,56,6,2,1,4, , , ,2,2,2,5,4,1,2.23529411764706,.710155559212637
300980,1,100910,2,3,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,1,2,1,57,5,2,1,8,3,3,3,4,2,2,5,3,1,2.94117647058824,.934415209490311
300983,1,100910,2,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,87,2,2,1,2, , , ,1,2,2,6,1,1,2.23529411764706,.710155559212637
300987,1,100910,2,3,U,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,2,1, ,2,1,1,2,35,6,2,1,7,2,3,3,4,1,2,3,4,1,6.58823529411765,2.0930900692583
300998,1,100910,2,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,30,1, , ,1,3,2,2,54,6,2,1,5,2,3,3,2,2,2,4,4,1,1.76470588235294,.560649125694187
301012,1,100910,2,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,2,2, ,3,1,2,1,60,7,2,1,7,3,3,3,4,1,1,5,4,1,4.17647058823529,1.32686959747624
301016,1,100910,2,2,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,1,67,4,2,1,3, , , ,1,2,2,6,2,1,1.35294117647059,.429830996365543
301017,1,100910,2,1,S,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,1,1, , ,2,2,2,2,59,3,2,1,7,3,1,3,4,2,2,5,2,1,2.29411764705882,.728843863402443
301018,1,100910,2,3,R,1,1,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,2,3,2,1,70,3,2,1,5,2,1,3,2,2,2,6,2,1,1.94117647058824,.616714038263605
301019,1,100910,2,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,2,3,2,1,58,2,1,1,99, , , ,9,1,1,5,1,3,8.17647058823529,2.59767428238307
301041,1,100910,2,1,U,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,5,1, , ,2,1,2,1,31,6,2,1,99,2,2,3,3,2,2,2,4,1,3.35294117647059,1.06523333881896
301049,1,100910,2,4,U,1,1,1,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2, ,700,2,2, ,9,4,2,1,99,1,2,9,1,3,3,3,1,1,1,9,1,9,8.17647058823529,2.59767428238307
301056,1,100910,2,1,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,1,1,1,41,6,2,1,99,3,3,3,9,2,2,3,4,1,3.35294117647059,1.06523333881896
301057,1,100910,2,3,U,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,1,3,2,2,39,5,2,1,2,2,2,3,1,2,2,3,3,1,2.41176470588235,.766220471782055
301059,1,100910,2,2,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,3,2,1,81,6,2,1,7, , , ,4,1,1,6,4,1,1.35294117647059,.429830996365543
301063,1,100910,2,1,S,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,1,2,2,59,6,2,1,99,3,3,3,9,2,2,5,4,1,1.82352941176471,.579337429883993
301065,1,100910,2,2,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,2,2,73,5,2,1,3, , , ,1,2,2,6,3,1,1.23529411764706,.392454387985931
100023,1,100710,1,4,S,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,2,1,2,1,67,7,2,1,9,3,3,3,4,2,2,6,4,1,1.94117647058824,.616714038263605
100026,1,100710,1,3,R,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,995,0,1, , ,2,3,2,2,59,5,2,4,6,3,3,3,3,2,2,5,3,4,2.17647058823529,.69146725502283
100029,1,100710,1,2,U,1,1,1,2,1,2,1,2,2,2,2,1,2,1,2,2,1,2,2,1,2,1,100,20,1, , ,2,1,2,2,57,7,2,1,99,2,1,3,1,2,2,5,4,1,1.05882352941176,.336389475416512
100032,1,100710,1,4,S,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,2,1, ,2,3,2,1,64,7,2,1,99,1,3,3,3,1,2,5,4,1,3.58823529411765,1.13998655557818
100056,1,100710,1,4,U,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,1,3,2,2,78,7,2,1,4,3,3,3,2,2,2,6,4,1,1,.317701171226706
100059,1,100710,1,4,U,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,1,1,1,2,41,7,2,1,8,2,2,3,4,2,2,3,4,1,2.11764705882353,.672778950833024
100067,1,100710,1,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,1, ,2,2,1,1,23,5,1,6,1, , , ,1,1,2,1,3,3,8.17647058823529,2.59767428238307
100082,1,100710,1,4,R,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,50,0,1, , ,3,3,2,1,58,7,2,1,9,3,1,1,4,2,2,5,4,1,1.76470588235294,.560649125694187
100086,1,100910,2,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,4,2,2,72,1,2,1,99, , , ,9,1,1,6,1,1,2.64705882352941,.84097368854128
100100,1,100810,2,4,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,2,2,99,5,9,9,99, , , ,9,2,2,9,3,9,2.29411764705882,.728843863402443
100119,1,101010,2,4,U,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2, ,0,1, , ,1,3,2,1,62,6,1,6,9,2,3,3,4,2,2,5,4,3,1.58823529411765,.504584213124768
100156,1,100710,1,3,S,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,9998,1, , ,2,3,2,2,71,3,2,1,3,2,3,3,1,2,2,6,2,1,1.76470588235294,.560649125694187
100200,1,100910,2,4,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2, ,0,1, , ,3,3,2,2,64,3,2,1,4,3,2,3,2,2,2,5,2,1,2.11764705882353,.672778950833024
100207,1,100910,2,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,1,2,2,2,19,5,2,1,1,3,1,3,1,2,2,1,3,1,1.23529411764706,.392454387985931
100209,1,100710,1,1,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,1,3,2,2,75,3,2,1,99, , , ,9,2,2,6,2,1,1,.317701171226706
100216,1,100910,2,1,R,1,1,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,9998,25,1, , ,2,2,2,2,25,7,2,1,2,3,1,3,1,2,2,2,4,1,2.23529411764706,.710155559212637
100218,1,100710,1,2,U,1,1,1,1,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,0,0,1, , ,2,1,1,1,31,6,2,1,4,3,1,3,2,2,2,2,4,1,2.58823529411765,.822285384351474
100226,1,100710,1,1,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,9,1,9,2,22,7,2,9,99,2,3,3,9,2,2,1,4,9,1.52941176470588,.485895908934962
100246,1,100810,2,1,S,1,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,100,9998,1, , ,1,3,2,2,99,5,2,1,6,3,3,3,3,2,2,9,3,1,1.41176470588235,.44851930055535
100259,1,100710,1,1,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,7,2,2,62,2,2,1,7, , , ,4,2,2,5,1,1,4.47058823529412,1.42031111842527
100261,1,100810,2,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,2,3,2,2,80,7,2,1,99, , , ,9,1,1,6,4,1,2.47058823529412,.784908775971862
100287,1,100710,1,1,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,1, ,2,3,2,2,68,3,2,1,3, , , ,1,1,2,6,2,1,2.94117647058824,.934415209490311
100298,1,100710,1,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,2,1,2,1,57,5,2,1,99,3,3,3,9,2,2,5,3,1,4,1.27080468490682
100316,1,100910,2,3,S,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,2,3,2,2,50,5,2,1,6,3,3,3,3,2,2,4,3,1,2.05882352941176,.654090646643218
100318,1,100710,1,1,S,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2, ,20,1, , ,2,2,2,2,80,7,2,1,8,2,3,3,4,2,2,6,4,1,1.29411764705882,.411142692175737
100325,1,100710,1,2,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,2,2,2,35,5,2,1,1, , , ,1,1,1,3,3,1,3,.953103513680118
100327,1,100710,1,2,S,1,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2, ,300,1, , ,2,1,1,1,45,6,2,1,6,3,3,3,3,2,2,4,4,1,1.41176470588235,.44851930055535
100329,1,100710,1,2,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,1, ,5,3,2,1,78,3,2,1,1, , , ,1,1,2,6,2,1,4.23529411764706,1.34555790166605
100333,1,100710,1,2,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,1, , ,3,3,2,2,70,5,2,1,4,3,2,3,2,2,2,6,3,1,1,.317701171226706
100363,1,100910,2,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,2,2,2,48,3,2,2,2, , , ,1,1,1,4,2,2,2.64705882352941,.84097368854128
100370,1,100710,1,1,S,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,100,10,1, , ,1,1,1,2,53,6,2,1,99,3,1,1,9,2,2,4,4,1,1.88235294117647,.598025734073799
100373,1,100710,1,3,U,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,1, ,2,3,2,2,63,6,2,2,3, , , ,1,1,2,5,4,2,2.35294117647059,.747532167592249
100378,1,100710,1,2,S,1,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2, ,0,1, , ,2,1,2,1,58,5,2,2,5,1,1,3,2,2,2,5,3,2,1.70588235294118,.541960821504381
100387,1,100710,1,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,3,2,2,71,6,2,1,5, , , ,2,2,2,6,4,1,1,.317701171226706
100399,1,100710,1,3,U,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,1,3,2,2,80,2,2,1,2,3,3,3,1,2,2,6,1,1,2.23529411764706,.710155559212637
100404,1,100910,2,2,R,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,2,1,2,2,57,6,2,1,99,3,1,3,9,2,2,5,4,1,1.05882352941176,.336389475416512
100418,1,100710,1,2,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,2,1,2,2,27,6,2,1,7,2,3,3,4,2,2,2,4,1,1.88235294117647,.598025734073799
100420,1,100710,1,3,S,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,9998,1, , ,3,1,2,2,52,3,1,1,5,3,3,3,2,2,2,4,2,3,5.11764705882353,1.62588246451314
100434,1,100710,1,1,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,1,3,2,2,99,3,2,1,99, , , ,9,1,1,9,2,1,2.52941176470588,.803597080161668
100438,1,100710,1,2,S,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2, ,10,1, , ,2,1,1,1,40,6,2,1,9,3,3,3,4,2,2,3,4,1,2.58823529411765,.822285384351474
100441,1,100810,2,3,S,1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,12,10,1, , ,2,4,2,2,44,5,2,1,6,1,2,3,3,2,2,3,3,1,3.52941176470588,1.12129825138837
100453,1,101010,2,3,S,2,2, , , , , , , , , , , , , , , , , , , , , , ,2,2, ,2,3,2,2,73,3,2,1,2, , , ,1,1,1,6,2,1,3.47058823529412,1.10260994719857
100462,1,100910,2,3,U,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,1,1,2,47,5,2,2,9,3,3,3,4,2,2,4,3,2,3,.953103513680118
100481,1,101010,2,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,1,3,2,2,99,7,2,1,99,3,3,3,9,2,2,9,4,1,1.64705882352941,.523272517314574
100489,1,100710,1,2,S,1,2,1,2,2,2,2,2,2,2,2,8,2,2,2,2,2,2,1,2,2,2, ,0,1, , ,1,5,2,1,54,5,2,1,6,3,3,3,3,2,2,4,3,1,1.17647058823529,.373766083796125
100499,1,100710,1,2,R,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2, ,0,1, , ,2,1,1,1,33,4,2,4,99,3,2,2,3,2,2,2,2,4,5.29411764705882,1.68194737708256
100511,1,100910,2,3,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,3,2,1,60,5,2,1,7,3,2,3,4,2,2,5,3,1,2.23529411764706,.710155559212637
100526,1,101010,2,1,S,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2, ,20,1, , ,3,1,2,1,63,7,2,1,8,2,2,3,4,2,2,5,4,1,3.41176470588235,1.08392164300876
100535,1,100710,1,1,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,2,2,2,2,71,7,2,1,6,2,1,3,3,2,2,6,4,1,1,.317701171226706
100537,1,100910,2,1,S,1,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2, ,0,1, , ,1,3,2,1,88,7,2,1,7,3,3,3,4,2,2,6,4,1,1.11764705882353,.355077779606318
100545,1,100710,1,3,R,2,2, , , , , , , , , , , , , , , , , , , , , , ,1, , ,2,4,2,2,50,3,2,1,99, , , ,3,2,2,4,2,1,2.94117647058824,.934415209490311
100546,1,100710,1,2,R,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,2,1,1,2,28,3,2,1,2,3,1,3,1,2,2,2,2,1,3.94117647058824,1.25211638071702
100558,1,100810,2,1,S,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,1,3,1,2,87,6,2,1,3,3,3,3,1,2,2,6,4,1,1,.317701171226706
100563,1,100910,2,3,S,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,8,2, ,0,1, , ,1,3,2,2,61,6,2,1,3,3,2,3,1,2,2,5,4,1,1.05882352941176,.336389475416512
100565,1,100710,1,3,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , ,1, , ,2,1,2,1,44,7,2,1,7,3,2,3,4,2,2,3,4,1,3.17647058823529,1.00916842624954
100573,1,100910,2,1,S,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, , , , , ,1, , ,2,1,2,1,74,7,2,1,9,3,3,3,4,2,2,6,4,1,2.82352941176471,.897038601110699
100579,1,100710,1,3,S,1,1,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,30,2,1, , ,2,2,2,2,39,5,2,1,4,2,2,3,2,2,2,3,3,1,3.29411764705882,1.04654503462915
100580,1,100710,1,2,R,1,1,1,2,2,2,2,8,2,2,2,2,2,1,1,2,8,2,8,2,2,2, ,0,1, , ,2,1,2,1,61,6,9,9,6,3,3,3,3,2,2,5,4,9,1.29411764705882,.411142692175737
100618,1,100910,2,2,R,1,1,1,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,150,0,1, , ,1,4,2,1,24,5,2,1,1,2,1,3,1,2,2,1,3,1,1.52941176470588,.485895908934962
100620,1,100710,1,2,S,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2, ,0,1, , ,1,3,2,2,52,6,2,1,6,3,2,3,3,2,2,4,4,1,1.41176470588235,.44851930055535
100622,1,100710,1,3,R,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2, ,0,1, , ,1,3,2,2,65,5,2,1,1,3,2,3,1,2,2,6,3,1,1.11764705882353,.355077779606318
